,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
195757,195758,2087379,33,17,married,rented,yes,Computer_hardware_engineer,Bokaro,Jharkhand,4,10,0
228146,228147,7494331,44,19,single,owned,no,Hotel_Manager,Proddatur,Andhra_Pradesh,3,14,0
182249,182250,690298,27,4,single,rented,no,Chef,Rajkot,Gujarat,4,12,0
175948,175949,2145278,47,9,single,rented,yes,Firefighter,Anantapuram[24],Andhra_Pradesh,8,10,0
114499,114500,1558677,28,8,single,rented,no,Analyst,Nadiad,Gujarat,8,14,0
195211,195212,9082033,57,9,single,rented,no,Secretary,Kharagpur,West_Bengal,5,14,0
26556,26557,3701850,68,15,single,rented,no,Flight_attendant,Durg,Chhattisgarh,9,11,0
10822,10823,7002610,56,4,single,rented,no,Police_officer,Hyderabad,Telangana,4,12,0
2148,2149,3940063,35,18,single,rented,no,Design_Engineer,Tezpur,Assam,3,10,0
137643,137644,1225686,65,9,single,rented,no,Comedian,Hospet,Karnataka,5,13,0
148316,148317,5279919,38,19,single,owned,no,Financial_Analyst,Kumbakonam,Tamil_Nadu,3,10,1
119261,119262,8893842,74,17,single,rented,yes,Dentist,Ghaziabad,Uttar_Pradesh,9,14,0
67250,67251,3700179,75,15,single,rented,no,Comedian,Hubliâ€“Dharwad,Karnataka,10,11,0
64069,64070,3336849,22,2,single,rented,no,Librarian,Warangal[11][12],Telangana,2,14,0
15293,15294,3145889,47,17,married,rented,yes,Drafter,Hyderabad,Telangana,4,11,0
177461,177462,6315861,25,11,single,rented,no,Surveyor,Kochi,Kerala,5,14,0
26622,26623,9204815,52,2,single,rented,yes,Biomedical_Engineer,Meerut,Uttar_Pradesh,2,10,0
84313,84314,1178782,69,15,single,rented,no,Hotel_Manager,Singrauli,Madhya_Pradesh,5,13,0
59454,59455,862841,77,7,single,rented,no,Fashion_Designer,North_Dumdum,West_Bengal,7,14,0
206263,206264,755002,59,12,single,rented,no,Computer_operator,Tezpur,Assam,12,10,0
238597,238598,423789,70,11,single,rented,no,Aviator,Howrah,West_Bengal,11,14,0
61833,61834,4763378,70,6,single,rented,yes,Psychologist,Ambattur,Tamil_Nadu,6,14,0
58209,58210,6350000,23,4,single,rented,no,Web_designer,Madurai,Tamil_Nadu,4,12,0
19076,19077,3994234,72,18,single,rented,no,Surgeon,Thanjavur,Tamil_Nadu,4,13,1
125176,125177,5639809,75,0,single,rented,no,Drafter,Dehradun,Uttarakhand,0,10,0
60327,60328,6907195,55,5,single,owned,no,Police_officer,Dharmavaram,Andhra_Pradesh,3,10,0
42336,42337,8755375,55,8,single,rented,no,Microbiologist,Karawal_Nagar,Delhi,5,14,0
173384,173385,5809456,72,16,single,rented,yes,Comedian,Medininagar,Jharkhand,4,10,0
191495,191496,7301820,24,9,single,rented,yes,Physician,Ajmer,Rajasthan,9,14,0
1286,1287,9179456,43,15,single,rented,no,Army_officer,Bellary,Karnataka,7,11,0
104231,104232,2045156,35,9,single,rented,yes,Firefighter,Jorhat,Assam,9,13,0
133345,133346,1727393,44,8,single,rented,no,Mechanical_engineer,Ulhasnagar,Maharashtra,8,12,0
75165,75166,4609641,26,17,single,rented,no,Comedian,Satna,Madhya_Pradesh,9,10,1
160475,160476,5879597,46,17,single,rented,no,Graphic_Designer,Bathinda,Punjab,9,11,0
193830,193831,1198501,62,19,single,rented,no,Economist,Hapur,Uttar_Pradesh,13,11,0
30141,30142,582273,64,14,single,rented,no,Dentist,Karnal,Haryana,3,13,0
53853,53854,2013414,55,13,single,rented,yes,Chef,Jaipur,Rajasthan,11,14,0
68500,68501,1322865,77,12,single,rented,yes,Physician,Tirupati[21][22],Andhra_Pradesh,11,12,0
205333,205334,4065331,70,14,single,rented,no,Civil_engineer,Pune,Maharashtra,9,14,0
87810,87811,4066365,56,13,single,rented,no,Secretary,Bhilai,Chhattisgarh,7,14,0
237887,237888,9016179,47,20,single,rented,yes,Engineer,Bulandshahr,Uttar_Pradesh,8,12,0
27307,27308,1509327,51,0,married,rented,yes,Biomedical_Engineer,Nizamabad,Telangana,0,11,0
236538,236539,3667186,42,18,single,rented,no,Design_Engineer,Kharagpur,West_Bengal,7,10,0
190815,190816,9398593,25,6,single,rented,no,Analyst,Begusarai,Bihar,6,12,0
75061,75062,5236105,23,7,married,rented,no,Web_designer,Shimla,Himachal_Pradesh,7,13,0
212394,212395,9910826,79,8,single,rented,no,Architect,Kurnool[18],Andhra_Pradesh,8,10,0
170828,170829,2353606,44,19,single,rented,no,Psychologist,South_Dumdum,West_Bengal,4,11,0
77830,77831,2386002,24,10,married,rented,yes,Petroleum_Engineer,Tiruchirappalli[10],Tamil_Nadu,6,12,0
201211,201212,3648949,65,6,single,rented,yes,Artist,Satara,Maharashtra,6,11,0
234149,234150,9651104,25,17,single,rented,yes,Mechanical_engineer,Unnao,Uttar_Pradesh,7,13,0
15158,15159,5160725,46,16,single,rented,no,Hotel_Manager,Loni,Uttar_Pradesh,3,11,0
34136,34137,9002497,25,11,single,rented,no,Civil_servant,Vadodara,Gujarat,11,12,0
11288,11289,16045,56,5,single,norent_noown,no,Technician,Thane,Maharashtra,5,10,0
84482,84483,9981206,61,18,single,rented,no,Comedian,Bhagalpur,Bihar,12,10,0
29541,29542,2672719,67,16,single,rented,no,Web_designer,Khammam,Telangana,14,10,0
56331,56332,2282537,64,8,single,rented,yes,Software_Developer,Dewas,Madhya_Pradesh,7,12,0
153525,153526,3456424,76,8,single,rented,no,Surveyor,Raurkela_Industrial_Township,Odisha,8,13,0
14809,14810,1815884,50,19,single,rented,yes,Civil_engineer,Pune,Maharashtra,9,10,0
6547,6548,4248868,79,11,single,rented,no,Drafter,Bilaspur,Chhattisgarh,11,13,1
24152,24153,9992133,40,14,married,rented,no,Analyst,Anantapur,Andhra_Pradesh,3,13,0
69160,69161,6235492,68,6,single,norent_noown,no,Comedian,Jamalpur[36],Bihar,6,12,0
248315,248316,9860735,76,11,single,rented,no,Artist,Gopalpur,West_Bengal,7,13,0
25745,25746,5734542,32,12,single,rented,no,Software_Developer,Unnao,Uttar_Pradesh,5,13,0
240112,240113,8983716,68,19,single,rented,yes,Civil_servant,Kishanganj[35],Bihar,7,14,0
206502,206503,8476529,41,14,single,owned,no,Scientist,Bhavnagar,Gujarat,4,10,0
115139,115140,4399912,29,9,single,rented,no,Architect,North_Dumdum,West_Bengal,9,10,1
175697,175698,2093984,77,9,single,rented,no,Hotel_Manager,Dehri[30],Bihar,3,14,1
114860,114861,9951774,40,12,single,rented,no,Hotel_Manager,Secunderabad,Telangana,7,12,0
93751,93752,8236810,40,0,single,rented,yes,Firefighter,Nagpur,Maharashtra,0,12,1
35098,35099,3033225,71,2,single,rented,no,Drafter,Ambarnath,Maharashtra,2,14,0
49545,49546,3691589,58,10,single,rented,no,Designer,Kadapa[23],Andhra_Pradesh,10,14,0
200348,200349,6800688,78,5,single,rented,no,Graphic_Designer,Mango,Jharkhand,5,14,0
167667,167668,3128681,59,4,single,owned,no,Drafter,Ludhiana,Punjab,4,12,0
81796,81797,8030284,65,6,single,rented,no,Civil_engineer,Ghaziabad,Uttar_Pradesh,6,12,1
41669,41670,4710960,59,10,single,rented,no,Chef,Ichalkaranji,Maharashtra,10,13,0
205586,205587,3983388,51,16,single,rented,no,Technical_writer,Hospet,Karnataka,5,14,0
133363,133364,3331559,61,5,single,rented,no,Firefighter,Bidar,Karnataka,5,12,0
2047,2048,4089865,71,11,single,rented,no,Computer_hardware_engineer,Ichalkaranji,Maharashtra,7,11,0
27272,27273,3589662,42,18,single,rented,yes,Technical_writer,Bareilly,Uttar_Pradesh,13,13,0
233407,233408,7298474,52,14,single,rented,yes,Computer_hardware_engineer,Chandrapur,Maharashtra,6,14,0
188676,188677,1579873,35,17,single,rented,no,Technician,Buxar[37],Bihar,12,11,0
191619,191620,1039697,65,3,single,rented,no,Statistician,Cuttack,Odisha,3,14,0
99185,99186,6088232,58,18,single,rented,no,Computer_operator,Saharsa[29],Bihar,4,10,0
130368,130369,1246172,63,9,single,rented,yes,Designer,Tiruppur,Tamil_Nadu,5,13,0
232837,232838,6063411,60,11,single,rented,no,Civil_servant,Pondicherry,Puducherry,11,11,1
219249,219250,4285725,29,9,single,rented,no,Designer,Kanpur,Uttar_Pradesh,3,11,0
67277,67278,957774,23,6,single,rented,no,Technician,Gandhidham,Gujarat,6,10,0
158134,158135,5660425,55,3,single,rented,no,Hotel_Manager,Hosur,Tamil_Nadu,3,13,0
114747,114748,6814840,53,13,married,rented,no,Army_officer,Bhiwani,Haryana,3,11,0
216102,216103,4097420,48,16,single,rented,yes,Chef,Aizawl,Mizoram,12,13,0
6098,6099,4388557,43,8,single,rented,no,Geologist,Bharatpur,Rajasthan,7,13,0
97074,97075,3326988,42,7,single,rented,no,Chartered_Accountant,Anand,Gujarat,7,14,0
162415,162416,1026972,64,1,single,rented,no,Surveyor,Siliguri,West_Bengal,1,13,0
144138,144139,1199413,63,0,single,owned,no,Software_Developer,Hospet,Karnataka,0,14,0
206631,206632,8026974,23,20,single,rented,yes,Civil_servant,Chapra,Bihar,11,12,1
97667,97668,3177996,28,1,single,rented,no,Comedian,Nizamabad,Telangana,1,12,0
194615,194616,3465071,66,10,single,rented,no,Designer,Aurangabad[39],Bihar,8,11,0
217507,217508,3208982,72,9,single,rented,yes,Designer,Rourkela,Odisha,7,12,0
25436,25437,1359452,59,5,married,rented,no,Financial_Analyst,Kota[6],Rajasthan,5,14,0
224491,224492,8641353,72,5,single,owned,yes,Computer_hardware_engineer,Bongaigaon,Assam,5,12,0
246273,246274,4394262,39,17,single,rented,yes,Air_traffic_controller,Kakinada,Andhra_Pradesh,4,13,0
149348,149349,2777062,23,18,single,rented,no,Artist,Sambalpur,Odisha,6,12,0
141885,141886,9297026,56,17,married,rented,no,Surveyor,Darbhanga,Bihar,4,12,0
101637,101638,2307642,72,12,single,rented,no,Chartered_Accountant,Bulandshahr,Uttar_Pradesh,12,13,0
114869,114870,2282442,47,4,single,rented,yes,Petroleum_Engineer,Raipur,Chhattisgarh,4,13,0
126525,126526,4195860,46,8,single,rented,no,Hotel_Manager,Mira-Bhayandar,Maharashtra,5,11,0
24912,24913,7009156,36,20,married,rented,no,Aviator,Pallavaram,Tamil_Nadu,10,12,0
150221,150222,3430690,60,12,single,rented,yes,Petroleum_Engineer,Patna,Bihar,12,12,0
138868,138869,3423010,74,3,single,rented,yes,Computer_hardware_engineer,Dehradun,Uttarakhand,3,10,0
153868,153869,271512,54,5,single,owned,yes,Design_Engineer,Vijayawada,Andhra_Pradesh,5,14,0
204952,204953,1397357,51,11,married,rented,no,Software_Developer,Haldia,West_Bengal,10,10,0
222329,222330,371453,54,16,single,rented,no,Psychologist,Raebareli,Uttar_Pradesh,5,13,0
84244,84245,3316589,76,6,single,rented,no,Police_officer,Gurgaon,Haryana,3,14,0
247017,247018,4439713,44,1,single,norent_noown,no,Surveyor,Morbi,Gujarat,1,11,0
216810,216811,910108,41,20,single,rented,no,Web_designer,Giridih,Jharkhand,14,14,0
62167,62168,1330107,61,13,single,rented,no,Politician,Bhilai,Chhattisgarh,11,12,1
207581,207582,3479914,48,13,single,rented,no,Secretary,Noida,Uttar_Pradesh,13,13,0
64617,64618,4435200,60,15,single,rented,no,Flight_attendant,Satara,Maharashtra,5,10,0
194875,194876,3643303,79,0,single,rented,no,Economist,Kishanganj[35],Bihar,0,12,0
204567,204568,6492131,24,1,single,rented,no,Fashion_Designer,Kolkata,West_Bengal,1,14,0
65610,65611,215207,32,7,married,rented,no,Lawyer,Singrauli,Madhya_Pradesh,7,13,1
248433,248434,8254250,64,13,single,rented,no,Economist,Anantapuram[24],Andhra_Pradesh,11,13,0
147672,147673,436140,73,13,single,rented,no,Petroleum_Engineer,Shimla,Himachal_Pradesh,11,10,0
32467,32468,1134496,77,3,single,rented,no,Surgeon,Jehanabad[38],Bihar,3,10,1
218722,218723,9723298,69,4,single,rented,no,Surveyor,Muzaffarnagar,Uttar_Pradesh,4,12,0
119506,119507,9241049,41,8,single,rented,yes,Economist,Nanded,Maharashtra,6,13,0
176243,176244,6168755,78,19,single,owned,no,Hotel_Manager,Rewa,Madhya_Pradesh,11,10,0
79954,79955,3054835,68,10,single,rented,no,Lawyer,Jaunpur,Uttar_Pradesh,3,14,0
136867,136868,7768728,48,2,single,rented,no,Design_Engineer,Barasat,West_Bengal,2,12,0
30458,30459,1830351,29,1,single,rented,yes,Police_officer,Mira-Bhayandar,Maharashtra,1,12,0
166169,166170,9803840,54,18,single,rented,no,Artist,Salem,Tamil_Nadu,5,10,0
109063,109064,1977577,37,5,single,norent_noown,no,Geologist,Tiruvottiyur,Tamil_Nadu,4,14,0
34109,34110,4387681,49,0,single,rented,no,Official,Bulandshahr,Uttar_Pradesh,0,10,0
196730,196731,8671871,28,1,single,rented,no,Computer_hardware_engineer,Phusro,Jharkhand,1,11,0
37523,37524,2776169,27,16,single,rented,no,Flight_attendant,Mirzapur,Uttar_Pradesh,8,10,0
87888,87889,9777389,29,9,single,owned,no,Comedian,Kharagpur,West_Bengal,9,14,0
161806,161807,3179384,34,11,married,rented,no,Librarian,Amravati,Maharashtra,7,14,0
13765,13766,3861206,55,18,single,rented,no,Architect,Amroha,Uttar_Pradesh,10,11,0
49772,49773,330553,69,10,single,rented,yes,Chemical_engineer,Erode[17],Tamil_Nadu,10,10,0
168327,168328,2712710,70,8,single,rented,no,Psychologist,Khandwa,Madhya_Pradesh,5,11,0
187163,187164,1864930,54,2,single,norent_noown,yes,Chartered_Accountant,Vellore,Tamil_Nadu,2,10,0
93106,93107,7442529,57,6,single,rented,yes,Chef,Saharsa[29],Bihar,5,10,0
207168,207169,7713626,47,0,single,norent_noown,yes,Designer,Sikar,Rajasthan,0,12,0
220472,220473,6583961,73,0,single,rented,no,Designer,Solapur,Maharashtra,0,10,1
67806,67807,7784617,53,7,married,rented,no,Biomedical_Engineer,Rajahmundry[19][20],Andhra_Pradesh,6,13,0
196382,196383,2822867,52,16,single,rented,no,Artist,Srinagar,Jammu_and_Kashmir,6,14,0
109173,109174,3598484,76,4,single,rented,no,Technology_specialist,Alwar,Rajasthan,4,11,0
64146,64147,3891771,53,9,single,rented,yes,Biomedical_Engineer,Tiruvottiyur,Tamil_Nadu,8,10,0
45244,45245,9859799,70,1,single,rented,yes,Analyst,Pallavaram,Tamil_Nadu,1,11,0
223177,223178,2788449,50,9,single,rented,no,Magistrate,Kottayam,Kerala,9,14,0
77284,77285,9768762,66,1,single,rented,no,Comedian,Bhopal,Madhya_Pradesh,1,13,1
189118,189119,1013313,32,16,single,rented,no,Geologist,Bulandshahr,Uttar_Pradesh,10,12,0
79505,79506,4038904,25,6,single,rented,yes,Architect,Siliguri,West_Bengal,6,12,0
35531,35532,2928073,54,13,single,rented,no,Surgeon,Agartala,Tripura,13,14,0
126474,126475,5316246,61,9,single,rented,yes,Drafter,Noida,Uttar_Pradesh,4,14,0
68518,68519,9400836,58,5,single,rented,yes,Consultant,Bulandshahr,Uttar_Pradesh,5,13,1
44629,44630,3140751,21,2,single,rented,no,Technology_specialist,Parbhani,Maharashtra,2,10,0
201069,201070,6161265,34,8,single,rented,yes,Civil_engineer,Malda,West_Bengal,4,10,0
142612,142613,2619515,49,8,single,rented,yes,Surgeon,Bhimavaram,Andhra_Pradesh,8,13,0
65703,65704,6922312,40,19,single,rented,yes,Financial_Analyst,Sri_Ganganagar,Rajasthan,14,13,0
116718,116719,3167636,43,10,single,rented,no,Technical_writer,Kirari_Suleman_Nagar,Delhi,10,10,0
216931,216932,5649286,75,3,single,rented,yes,Surveyor,Bahraich,Uttar_Pradesh,3,13,0
189502,189503,5623318,31,13,single,rented,yes,Fashion_Designer,Thane,Maharashtra,13,11,0
118450,118451,4175765,79,3,single,rented,no,Physician,Mysore[7][8][9],Karnataka,3,13,0
151288,151289,4998898,27,13,single,rented,no,Economist,Gandhidham,Gujarat,13,11,0
113602,113603,9521305,77,9,single,rented,no,Consultant,Motihari[34],Bihar,9,13,0
138709,138710,428454,53,18,single,rented,no,Police_officer,Gulbarga,Karnataka,9,13,0
19688,19689,3679248,74,6,single,rented,no,Surveyor,Baranagar,West_Bengal,6,11,0
48771,48772,3308198,76,10,single,rented,yes,Economist,Morena,Madhya_Pradesh,4,14,0
185805,185806,3711225,56,17,single,rented,no,Computer_operator,Raichur,Karnataka,12,11,0
29203,29204,796965,39,19,single,rented,no,Technical_writer,Pali,Rajasthan,11,12,0
210469,210470,9597503,47,13,single,rented,no,Chemical_engineer,Guwahati,Assam,7,10,1
54928,54929,6907195,55,5,single,owned,no,Police_officer,Dharmavaram,Andhra_Pradesh,3,10,0
223483,223484,125676,31,3,single,rented,yes,Statistician,Phagwara,Punjab,3,13,0
37890,37891,9603186,43,5,single,rented,no,Microbiologist,Munger,Bihar,5,13,1
185458,185459,7592766,58,1,single,rented,no,Architect,Guntakal,Andhra_Pradesh,1,14,0
61384,61385,5544342,73,4,single,owned,no,Mechanical_engineer,Ghaziabad,Uttar_Pradesh,4,12,0
44605,44606,685679,35,10,single,rented,no,Biomedical_Engineer,Bharatpur,Rajasthan,10,11,0
186310,186311,2197462,70,5,single,rented,no,Technician,Kamarhati,West_Bengal,5,11,0
96561,96562,3410377,51,18,single,rented,no,Economist,Kadapa[23],Andhra_Pradesh,5,13,0
122983,122984,8458276,55,17,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,6,10,0
240928,240929,7471763,69,5,single,rented,no,Librarian,Hapur,Uttar_Pradesh,5,14,0
90588,90589,4398916,35,6,single,rented,yes,Computer_hardware_engineer,Bhavnagar,Gujarat,4,11,0
128845,128846,6600394,66,10,single,rented,no,Chartered_Accountant,Pondicherry,Puducherry,5,10,0
24039,24040,7218867,43,16,single,rented,no,Architect,Hubliâ€“Dharwad,Karnataka,8,14,1
168336,168337,1562434,31,14,single,rented,no,Technology_specialist,Dharmavaram,Andhra_Pradesh,10,11,0
115138,115139,1028915,44,13,single,rented,yes,Official,Dewas,Madhya_Pradesh,6,13,0
70504,70505,4706227,76,6,single,rented,yes,Technical_writer,Haridwar,Uttarakhand,6,14,0
35110,35111,1429501,71,2,single,rented,no,Microbiologist,Ozhukarai,Puducherry,2,10,0
72712,72713,9624787,78,12,single,rented,no,Mechanical_engineer,Munger,Bihar,10,11,0
52169,52170,6466004,66,16,single,rented,yes,Petroleum_Engineer,Phagwara,Punjab,11,13,0
69805,69806,4841110,47,19,single,rented,no,Design_Engineer,Thoothukudi,Tamil_Nadu,7,14,0
79223,79224,4638141,59,18,married,rented,no,Chef,Bahraich,Uttar_Pradesh,3,12,0
92780,92781,7589290,66,15,single,rented,no,Librarian,Bidhannagar,West_Bengal,8,14,0
33688,33689,5354431,24,1,single,owned,no,Petroleum_Engineer,Dibrugarh,Assam,1,14,0
61663,61664,6702542,60,4,single,rented,no,Physician,Surendranagar_Dudhrej,Gujarat,4,10,0
164691,164692,4324181,21,11,single,rented,no,Army_officer,Ramagundam[27],Telangana,11,11,0
16796,16797,4954873,46,19,single,rented,no,Flight_attendant,Mau,Uttar_Pradesh,5,13,0
87961,87962,7181606,57,6,single,rented,no,Psychologist,Panihati,West_Bengal,6,11,0
145657,145658,8223223,23,2,single,rented,no,Air_traffic_controller,Mango,Jharkhand,2,10,0
160171,160172,5546336,35,11,single,rented,no,Architect,Ramagundam[27],Telangana,11,13,0
248818,248819,475784,41,1,single,rented,no,Air_traffic_controller,Gwalior,Madhya_Pradesh,1,12,0
13550,13551,4380994,35,10,single,rented,yes,Air_traffic_controller,New_Delhi,Delhi,4,14,0
50225,50226,3780730,28,5,single,rented,no,Aviator,Indore,Madhya_Pradesh,5,14,0
153845,153846,6193538,73,10,single,rented,no,Technology_specialist,Muzaffarpur,Bihar,10,11,0
142288,142289,9659187,37,11,single,rented,yes,Aviator,Kolkata,West_Bengal,11,11,0
52013,52014,2935149,66,2,single,rented,no,Firefighter,Imphal,Manipur,2,10,1
16953,16954,1755216,38,15,single,rented,no,Hotel_Manager,Haridwar,Uttarakhand,11,13,0
17438,17439,4074621,27,14,single,rented,yes,Civil_servant,Sonipat,Haryana,8,13,0
147249,147250,3268962,23,18,single,rented,no,Software_Developer,Mehsana,Gujarat,11,13,0
37297,37298,5284369,76,13,married,rented,no,Consultant,Kishanganj[35],Bihar,9,11,0
162620,162621,7910818,25,14,single,owned,no,Graphic_Designer,Medininagar,Jharkhand,10,10,0
208641,208642,2967995,21,11,single,rented,yes,Official,Solapur,Maharashtra,11,11,0
51564,51565,6973514,67,20,single,rented,no,Dentist,Thoothukudi,Tamil_Nadu,4,13,0
242230,242231,5110413,52,8,single,rented,no,Consultant,Ramagundam[27],Telangana,8,14,0
71574,71575,8716053,51,11,married,rented,yes,Psychologist,Tadepalligudem,Andhra_Pradesh,4,10,0
228241,228242,6746359,63,8,single,rented,no,Firefighter,Purnia[26],Bihar,8,11,0
189888,189889,5507871,72,5,married,rented,yes,Designer,Kulti,West_Bengal,5,10,0
19508,19509,6354276,69,11,single,rented,yes,Engineer,Vasai-Virar,Maharashtra,5,12,0
218204,218205,4690684,70,7,single,rented,no,Army_officer,Katihar,Bihar,7,13,0
218533,218534,670515,64,13,single,rented,yes,Graphic_Designer,Chandigarh_city,Chandigarh,5,13,0
223189,223190,433395,32,15,single,rented,no,Chef,Bhiwani,Haryana,11,13,0
118452,118453,2945781,40,5,single,rented,no,Artist,Jammu[16],Jammu_and_Kashmir,5,10,0
222435,222436,4853161,48,0,single,rented,no,Surgeon,Agra,Uttar_Pradesh,0,14,0
99591,99592,4859415,23,13,single,rented,no,Geologist,Bhilwara,Rajasthan,10,13,0
231633,231634,4241292,56,19,single,rented,yes,Industrial_Engineer,Ambala,Haryana,8,12,1
188065,188066,1999104,25,12,single,rented,yes,Geologist,Kamarhati,West_Bengal,11,14,1
194598,194599,9305585,69,8,single,rented,no,Official,Raiganj,West_Bengal,8,10,1
176504,176505,7549491,31,17,single,rented,no,Technician,Saharanpur,Uttar_Pradesh,4,14,0
250938,250939,6119208,40,9,single,rented,yes,Chef,Ambarnath,Maharashtra,9,11,0
12940,12941,8799564,36,19,single,rented,no,Statistician,Mangalore,Karnataka,7,13,0
12427,12428,112513,77,2,single,rented,yes,Flight_attendant,Bhilai,Chhattisgarh,2,10,0
67732,67733,7581400,28,9,single,rented,no,Official,Rajkot,Gujarat,9,12,0
238627,238628,8737039,36,15,single,rented,no,Flight_attendant,Udaipur,Rajasthan,12,12,0
246060,246061,850216,23,1,married,rented,no,Financial_Analyst,Shimla,Himachal_Pradesh,1,11,1
80909,80910,5463216,25,6,single,rented,no,Consultant,Ambala,Haryana,6,13,0
223109,223110,897796,50,3,single,rented,no,Air_traffic_controller,Meerut,Uttar_Pradesh,3,14,0
53607,53608,8915216,25,19,single,rented,no,Computer_operator,Bhopal,Madhya_Pradesh,5,10,0
179978,179979,9888590,59,8,single,rented,no,Army_officer,Anand,Gujarat,3,12,0
196960,196961,8396271,24,14,married,rented,yes,Air_traffic_controller,Latur,Maharashtra,14,13,0
48486,48487,606432,39,9,single,rented,no,Chemical_engineer,Gwalior,Madhya_Pradesh,6,10,0
77658,77659,762473,50,0,single,rented,no,Psychologist,Burhanpur,Madhya_Pradesh,0,11,0
184099,184100,7993188,66,6,single,norent_noown,no,Civil_servant,Raipur,Chhattisgarh,6,10,0
29833,29834,2504515,51,14,single,rented,yes,Microbiologist,Mathura,Uttar_Pradesh,7,12,0
240651,240652,9671102,48,15,single,rented,no,Scientist,Thiruvananthapuram,Kerala,10,12,0
129198,129199,4956449,21,9,single,rented,no,Industrial_Engineer,Bhilwara,Rajasthan,9,12,0
204424,204425,5723028,56,4,married,rented,no,Surgeon,Bettiah[33],Bihar,4,14,0
217494,217495,4297194,69,8,single,rented,no,Lawyer,Jalna,Maharashtra,8,10,0
204288,204289,9194280,35,20,single,rented,no,Petroleum_Engineer,Vijayawada,Andhra_Pradesh,12,12,0
152995,152996,9502583,42,7,single,rented,yes,Technician,Rajpur_Sonarpur,West_Bengal,7,10,0
131097,131098,7936020,24,18,single,rented,no,Web_designer,Sambhal,Uttar_Pradesh,5,12,0
151746,151747,6832550,53,20,single,rented,yes,Psychologist,Deoghar,Jharkhand,13,11,0
42146,42147,4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
85164,85165,8752516,33,2,married,owned,no,Architect,Thanjavur,Tamil_Nadu,2,10,0
139439,139440,9194280,35,20,single,rented,no,Petroleum_Engineer,Vijayawada,Andhra_Pradesh,12,12,0
159066,159067,5112412,69,9,single,rented,yes,Economist,Raichur,Karnataka,9,12,0
110878,110879,3632441,66,2,single,rented,yes,Statistician,Jabalpur,Madhya_Pradesh,2,13,1
186932,186933,2090531,71,7,married,rented,no,Microbiologist,Aligarh,Uttar_Pradesh,3,12,0
94959,94960,1158811,63,16,single,rented,no,Design_Engineer,Tiruchirappalli[10],Tamil_Nadu,5,13,0
72576,72577,9109752,69,16,single,rented,yes,Surveyor,Tinsukia,Assam,7,13,1
106012,106013,8407932,26,14,single,rented,yes,Magistrate,Vijayawada,Andhra_Pradesh,6,11,0
158390,158391,5423896,34,12,single,rented,no,Librarian,Uluberia,West_Bengal,5,12,0
92194,92195,2808095,24,11,married,rented,no,Industrial_Engineer,Nanded,Maharashtra,6,14,0
154691,154692,8546539,39,2,single,rented,yes,Artist,Ramgarh,Jharkhand,2,10,0
154671,154672,5185337,50,2,married,rented,no,Psychologist,Sikar,Rajasthan,2,14,0
34367,34368,300440,54,20,single,rented,no,Librarian,Morena,Madhya_Pradesh,8,11,0
163432,163433,1534834,24,0,single,rented,yes,Technical_writer,Berhampur,Odisha,0,12,0
15886,15887,9673332,70,0,married,rented,yes,Technician,Chennai,Tamil_Nadu,0,12,0
70828,70829,3283513,25,17,married,owned,no,Architect,Shivpuri,Madhya_Pradesh,4,13,0
102487,102488,5861916,48,11,single,rented,no,Chemical_engineer,Bokaro,Jharkhand,11,14,0
132092,132093,3307171,68,2,single,rented,yes,Comedian,"Khora,_Ghaziabad",Uttar_Pradesh,2,14,0
142701,142702,9846008,48,0,single,rented,no,Designer,Hazaribagh,Jharkhand,0,13,0
121290,121291,4807368,45,13,single,owned,yes,Librarian,Gorakhpur,Uttar_Pradesh,5,11,0
110194,110195,732443,65,4,single,rented,no,Physician,Karnal,Haryana,4,14,0
198380,198381,7710970,39,13,single,rented,no,Librarian,Bardhaman,West_Bengal,11,14,0
165712,165713,7025012,70,6,single,rented,no,Lawyer,Aurangabad[39],Bihar,6,12,0
217283,217284,1345923,65,10,single,rented,yes,Chartered_Accountant,Dewas,Madhya_Pradesh,10,13,0
242160,242161,2436080,31,16,single,rented,no,Flight_attendant,Barasat,West_Bengal,14,14,0
180566,180567,5943068,47,6,single,rented,no,Microbiologist,Surendranagar_Dudhrej,Gujarat,6,11,0
207179,207180,151700,33,20,single,rented,no,Politician,Patiala,Punjab,6,13,1
109110,109111,1161702,28,4,married,rented,no,Librarian,Gandhinagar,Gujarat,4,14,0
8120,8121,353654,44,18,single,owned,no,Magistrate,Unnao,Uttar_Pradesh,9,10,0
43122,43123,3991815,66,4,married,rented,no,Technical_writer,Alappuzha,Kerala,4,10,0
126794,126795,2517585,74,5,single,rented,no,Librarian,Purnia[26],Bihar,5,13,0
157550,157551,7334048,58,9,single,rented,no,Chemical_engineer,Bhilai,Chhattisgarh,8,10,0
31450,31451,2131115,42,19,single,rented,yes,Biomedical_Engineer,Alwar,Rajasthan,14,13,0
79547,79548,6777059,76,8,single,rented,no,Surgeon,Gandhidham,Gujarat,8,11,1
247548,247549,4898116,70,3,single,rented,no,Psychologist,Madurai,Tamil_Nadu,3,10,1
